Ligne;Ligne Q qualif;Ligne approfondissement Accident;ACCIDENT;NBACC1;ACCFREQUENCE1;ANNEEACC1_1;ANNEEACC1_2;ANNEEACC1_3;ANNEEACC1_4;ANNEEACC1_5;NBACC2;ACCFREQUENCE2;ANNEEACC2_1;ANNEEACC2_2;ANNEEACC2_3;ANNEEACC2_4;ANNEEACC2_5;NBACC3;ACCFREQUENCE3;ANNEEACC3_1;ANNEEACC3_2;ANNEEACC3_3;ANNEEACC3_4;ANNEEACC3_5;NBACC4;ACCFREQUENCE4;ANNEEACC4_1;ANNEEACC4_2;ANNEEACC4_3;ANNEEACC4_4;ANNEEACC4_5;NBACC5;ACCFREQUENCE5;ANNEEACC5_1;ANNEEACC5_2;ANNEEACC5_3;ANNEEACC5_4;ANNEEACC5_5;NBACC6;ACCFREQUENCE6;ANNEEACC6_1;ANNEEACC6_2;ANNEEACC6_3;ANNEEACC6_4;ANNEEACC6_5;NBACC7;ACCFREQUENCE7;ANNEEACC7_1;ANNEEACC7_2;ANNEEACC7_3;ANNEEACC7_4;ANNEEACC7_5;NBACC8;ACCFREQUENCE8;ANNEEACC8_1;ANNEEACC8_2;ANNEEACC8_3;ANNEEACC8_4;ANNEEACC8_5;NBACC9;ACCFREQUENCE9;ANNEEACC9_1;ANNEEACC9_2;ANNEEACC9_3;ANNEEACC9_4;ANNEEACC9_5;NBACC10;ACCFREQUENCE10;ANNEEACC10_1;ANNEEACC10_2;ANNEEACC10_3;ANNEEACC10_4;ANNEEACC10_5;NBACC11;ACCFREQUENCE11;ANNEEACC11_1;ANNEEACC11_2;ANNEEACC11_3;ANNEEACC11_4;ANNEEACC11_5;NBACC12;ACCFREQUENCE12;ANNEEACC12_1;ANNEEACC12_2;ANNEEACC12_3;ANNEEACC12_4;ANNEEACC12_5;NBACC13;ACCFREQUENCE13;ANNEEACC13_1;ANNEEACC13_2;ANNEEACC13_3;ANNEEACC13_4;ANNEEACC13_5;NBACC14;ACCFREQUENCE14;ANNEEACC14_1;ANNEEACC14_2;ANNEEACC14_3;ANNEEACC14_4;ANNEEACC14_5;AUTRESACC;NBAUTRESACC;ANNEEAUTREACC1;ANNEEAUTREACC2;ANNEEAUTREACC3;ANNEEAUTREACC4;ANNEEAUTREACC5;LIEUAUTREACC1;LIEUAUTREACC2;LIEUAUTREACC3;LIEUAUTREACC4;LIEUAUTREACC5;DESCRIPTIONAUTRESACC1;DESCRIPTIONAUTRESACC2;DESCRIPTIONAUTRESACC3;DESCRIPTIONAUTRESACC4;DESCRIPTIONAUTRESACC5;NBAUTRESACCCIRCUIT;NBAUTRESTOUTTERRAIN;EXPCYCLO;EXP125;EXPSUP125;ACCORDNEXTQ;CHOIXACC;RGPMTACC;RECUPANNEE;RECUPLIEU;RECUPANNE;RGPMTAC;CHOIX1;CHOIX2;CHOIX3;CHOIX4;CHOIX5;CHOIX6;CHOIX7;DESCRIPTION;RUPTURE;FAITS;ABS_REACTION;AUTRE_REACTION;PRECISIONREACTIONOUI;RECUL;PRECISIONREACTIONNON;IMPACTCOMPORTEMENT;AUTREUSAGER;REACTIONAUTREUSAGER;CONNAISSANCEREACTIONUSAGER;DIFFICULTES;AGGRAVATION;DIFFICULTES2;EMOTIONS1;EMOTIONS2;EMOTIONS3;EMOTIONS4;EMOTIONS5;EMOTIONS6;AUTRESENTIMENT;CLASSEMENTEMOTIONS1;CLASSEMENTEMOTIONS;CLASSEMENTEMOTIONS5;CLASSEMENTEMOTIONS6;CLASSEMENTEMOTIONS7;CLASSEMENTEMOTIONS8;CLASSEMENTEMOTIONS9;EXPLICATIONRESSENTI;BIENEQUIPE;ALLURE;ALLUREVITEDETAIL;ALLURELENTEDETAIL;SITUATIONPRESSE;SITUATIONDISTRAIT;SITUATIONCONFIANT;SITUATIONCONTROLE;SITUATIONLUDIQUE;SITUATIONPERF;SITUATIONSTRESS;SITUATIONFATIGUE;HUMEURNEUTRE;HUMEURGAI;HUMEURMECONTENT;HUMEURTRISTE;HUMEURCOLERE;CONTRIBUTION1;CONTRIBUTION2;CONTRIBUTION3;CONTRIBUTION4;CONTRIBUTION5;CONTRIBUTION6;CONTRIBUTION7;CONTRIBUTION8;CONTRIBUTION9;ROLEINFRA;ELEMENTINFRA1;ELEMENTINFRA2;ELEMENTINFRA3;ELEMENTINFRA4;ELEMENTINFRA5;ELEMENTINFRA6;ELEMENTINFRA7;ELEMENTINFRA8;ELEMENTINFRA9;ALCOOL;TXALCOOL;STUP;SEMAINE;MOMENTJOURNEE;TEMPS;CAUSEACC1;CAUSEACC2;CAUSEACC3;CAUSEACC4;CAUSEACC5;FORMATIONCAUSE;FORMATION1;FORMATION2;FORMATION3;FORMATION4;FORMATION5;TRAFIC;CHAUSSEE1;CHAUSSEE2;CHAUSSEE3;CHAUSSEE4;TYPEACC;BLESSURE;TETE;COU;THORAX;MEMBRESSUP;COLONNE;BASSIN;MEMBRESINF;HOPITAL;PLUS24H;TRAJET;TYPEROUTE;MOTIF;SENSTRAJET;PASSAGER;VITESSE;DESCEQ1;DESCEQ2;DESCEQ3;DESCEQ4;DESCEQ5;DESCEQ6;DESCEQ7;DESCEQ8;DESCEQ9;DESCEQ10;VEHICULEETE;VEHICULEAUTOMNE;VEHICULEPRINTEMPS;VEHICULEHIVER;VEHICULESEMAINE;VEHICULEWE;VEHMARQUE;VEHCYLINDREE;VEHMODELE;VEHSEGMENT;VEHSIDE;EQ2RMABS;EQ2RMCBS;EQ2RMABSCBS;EQ2RMREGULATEUR;EQ2RMLIMITEUR;EQ2RMPHARESDIRECT;EQ2RMCOUPURE;EQ2RMANTIPATINAGE;EQ2RMANTIXHEELING;EQ2RMSTABILILTE;VEHKM;POINTS;DUREE;AUTRE2RM;VEHPRECMARQUE;VEHPRECCYLINDREE;VEHPRECMODELE;VEHPRECSEGMENT;VEHPRECSIDE;TEMPS2RMPREC;FREQVEHPREC;DATE_NAISS;CSP;SOCIETAIRE;SALARIE;SECTEUR2RM;NBPERSFOYER;SITFAM;NBENF;TRNBENF1;TRNBENF2;TRNBENF3;TRNBENF4;NBAUTOFOYER;NBCYCLOFOYER;NBSCOOTFOYER;NBMOTOFOYER;NBTRIKEFOYER;NB2RMCONDUIT;MARQUE1;CYLINDREE1;MODELE1;SEGMENT1;SIDE1;ANMISECIRCU1;ASS1;FREQ1;USAGE1;NBKM1;GARAGE1;MARQUE2;CYLINDREE2;MODELE2;SEGMENT2;SIDE2;ANMISECIRCU2;ASS2;FREQ2;USAGE2;NBKM2;GARAGE2;MARQUE3;CYLINDREE3;MODELE3;SEGMENT3;SIDE3;ANMISECIRCU3;ASS3;FREQ3;USAGE3;NBKM3;GARAGE3;MARQUE4;CYLINDREE4;MODELE4;SEGMENT4;SIDE4;ANMISECIRCU4;ASS4;FREQ4;USAGE4;NBKM4;GARAGE4;MARQUE5;CYLINDREE5;MODELE5;SEGMENT5;SIDE5;ANMISECIRCU5;ASS5;FREQ5;USAGE5;NBKM5;GARAGE5;NBKMTOT;PERMIS1;PERMIS2;PERMIS3;PERMIS4;PERMIS5;PERMIS6;PERMIS7;PERMIS8;PERMIS9;ANPERMIS1;ANPERMIS6;ANPERMIS7;ANPERMIS2;ANPERMIS3;ANPERMIS8;ANPERMIS9;ANPERMIS4;ANPERMIS5
599;4821;220;1;1;5;2010;;;;;0;5;;;;;;0;6;;;;;;0;4;;;;;;0;6;;;;;;0;6;;;;;;0;4;;;;;;0;4;;;;;;0;4;;;;;;0;3;;;;;;0;6;;;;;;0;2;;;;;;0;4;;;;;;0;3;;;;;;0;;;;;;;;;;;;;;;;;;;4;0;15;1;1;1;2010;;2010;Vous circuliez sur un axe prioritaire. Un autre véhicule arrivant sur le même axe en sens opposé vous a coupé la route en tournant à gauche.;1;;;;;;;Malgré le choc important (avant de la moto détruit et jante arrière de la voiture cassée) j'étais vivant et entier...c'était le premier sentiment et soulagement qui m'a envahi quand je me suis relevé.  Je me souviens encore de l'impression que le temps se ralentit incroyablement entre le choc et la chute, mais sans qu'on puisse faire quoique soit.  Je revois encore la tête ébahie de l'automobiliste qui n'avait pas réalisé la dangerosité de sa manoeuvre.;la voiture était en travers de mon chemin sans que je n'ai eu le temps de freiner ou de l'éviter;NRP;1;0;;;NRP;2;1;2;;AUCUNE:il était pressé et a simplement refuser la priorité;1;"Il était pressé et a simplement refuser la priorité; et de son propre aveu (en attendant les pompiers), c'était son 2ème accident dans les mêmes circonstances , au même endroit!!";6;8;;;;;;;;;;;1;;"J'avais essayé d'éviter la voiture en travers de la voie; très vite, quand j'ai vu que l'automobiliste a stoppé en plein milieu de la voie, j'ai compris que je ne pouvais plus l'éviter ni freiner à temps";4;3;;;1;3;4;4;2;1;1;NSP;1;4;4;4;4;1;;;;;;;;;2;;;;;;;;;2;2;;2;1;1;1;0;100;0;0;0;2;;;;;;3;1;;;;2;1;4;6;;;;;;0;;1;1;1;2;0;50;1;2;3;4;7;;;;;;4;4;4;3;4;4;SUZUKI;1000;TL-S;SPORTIVE;2;1;1;1;1;1;1;1;1;1;1;82000;12;4;1;YAMAHA;600;FZS FAZER;ROADSTER;2;4;4;24MAY1975;7;1;3;2;2;3;;NRP;;;;1;0;0;2;0;2;SUZUKI;1000;TL-S;SPORTIVE;2;1997;37;2;1;6000;7;SUZUKI;1000;TL-S;SPORTIVE;2;1998;37;4;1;1500;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7500;4;3;2;;;;;;;NRP;NRP;NRP;1994;1999;NRP;NRP;1994;NRP
1677;4822;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08AUG1973;7;2;3;2;3;4;1;NRP;;;;1;0;0;2;0;2;APRILIA;1000;RS-V MILLE R;SPORTIVE;2;2005;18;3;1;3000;7;TRIUMPH;1050;SPEED TRIPLE ABS;ROADSTER;2;2011;18;3;1;4000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1994;NRP;NRP;1991;NRP
2133;4823;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04JUL1974;5;1;3;2;2;3;;NRP;;;;1;0;0;1;0;1;KAWASAKI;650;ER-6  N;ROADSTER;2;2009;37;3;2;1000;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;4;3;;;;;;;;NRP;NRP;NRP;NRP;2009;NRP;NRP;1993;NRP
2194;4824;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29OCT1964;5;1;3;2;4;4;2;NRP;;;;2;0;0;2;0;2;TRIUMPH;675;STREET TRIPLE;ROADSTER;2;2009;37;3;1;3000;7;YAMAHA;125;DTLC;TRAIL / SUPERMOTARD;2;1984;37;4;1;500;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3500;3;4;;;;;;;;NRP;NRP;NRP;NRP;1990;NRP;NRP;1985;NRP
159;4826;439;1;1;5;2013;;;;;0;3;;;;;;0;2;;;;;;0;2;;;;;;1;6;2013;;;;;0;2;;;;;;0;3;;;;;;0;4;;;;;;0;3;;;;;;0;2;;;;;;0;3;;;;;;0;2;;;;;;0;3;;;;;;0;2;;;;;;1;3;2009;2001;2013;;;flixecourt;amiens;amiens;;;"Moto renversée sur parking, en plein jour..."" je l'ai pas vu M'sieur....""";"Déboitement du véhicule que je doublais: la conductrice "" ne m'a pas vu...."" Avec moto rouge, phare allumé, klaxon..et en plein jour...";Refus de priorité: véhicule venant en face de moi a tourné sur sa gauche....comme d'habitude....ne m'a pas vu...;;;0;0;0;0;28;1;1;1;2013;;2013;Vous circuliez sur un axe prioritaire. Un autre véhicule arrivant sur le même axe en sens opposé vous a coupé la route en tournant à gauche.;4;;;;;;;"Cause de l'accident: erreur d'inattention, comme d'habitude....: ""je l'ai pas vu...."". De toute façon, en moto, on est invisible pour les autres usagers de la route, quoi que l'on fasse.  Deux injustices à mes yeux:   - moi,contrôle d'alcootest + stupéfiant. L'automobiliste (pourtant responsable à 100%),uniquement contrôle d'alcootest.....   - environ un an plus tard, à la sortie de ma rééducation, on me conseille fortement de revalider mon permis de conduire ! L'automobiliste,elle, pouvait reconduire le jour même, n'a jamais été inquiété, et ne le sera jamais...cherchez l'erreur !";...le réveil dans l'ambulance ! aucun souvenir avant...;"...aucun souvenir... Par contre, d'autres automobilistes se sont arretés, et ont ""géré"" l'accident: protection du lieu, alerter les secours, et mise en sécurité de moi même.C'est bien la seule chance que j'ai eu ce jour là: entouré de gens responsables....hormis la personne qui m'a percuté...";AUT|imprévisible: la voiture m'a coupé la route au dernier moment.;0;;;car il est impossible de se méfier de chaque véhicule que l'on croise !;3;1;2;;Elle ne m'a pas vu et m'aurait confondu avec une voiture me suivant.;1;Elle m'a coupé la route au dernier moment,si elle avait voulu faire exprès, elle n'aurait pas fait mieux !;9;;;;;;...aucun souvenir...;;;;;;;1;.;4;3;;;1;1;4;4;1;1;1;1;3;4;4;4;4;10;;;;;;;;;1;7;AUT|carrefour reconnu dangereux, rond point prévu...mais dans un siècle....;;;;;;;2;2;;2;1;2;2;0;100;0;0;0;2;;;;;;2;2;;;;2;1;4;7;;;;;;1;1;1;2;1;1;0;50;1;2;3;4;7;9;;;;;4;4;4;4;4;4;SUZUKI;1250;"BANDIT-S ABS ""GRAND TOURISME""";ROADSTER;2;0;1;1;1;1;1;0;1;1;1;40000;12;4;1;HONDA;1100;PAN EUROPEAN ABS-TCS;Routière / GT;2;4;4;07DEC1968;8;1;3;2;3;4;1;NRP;;;;2;0;0;1;0;1;SUZUKI;1250;"BANDIT-S ABS ""GRAND TOURISME""";ROADSTER;2;2008;37;1;2;15000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1988;NRP;NRP;1988;NRP
1807;4827;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02OCT1952;5;2;3;2;2;3;;NRP;;;;2;0;0;1;0;1;HONDA;1000;CB-F ABS;ROADSTER;2;2011;28;2;1;10000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;2;3;4;;;;;;;NRP;NRP;NRP;1970;1972;NRP;NRP;1974;NRP
605;4832;357;1;0;6;;;;;;0;6;;;;;;0;5;;;;;;0;3;;;;;;0;6;;;;;;0;4;;;;;;0;2;;;;;;0;2;;;;;;1;3;2014;;;;;0;5;;;;;;0;5;;;;;;0;2;;;;;;0;3;;;;;;0;5;;;;;;0;;;;;;;;;;;;;;;;;;;4;0;13;1;41;9;2014;;2014;Vous avez fait une sortie de route, une perte de contrôle ou une glissade sans rien percuter.;1;;;;;;;Malgré une vitesse adaptée, une vigilance, une anticipation, une position sur la voie correcte, une technique de pilotage expérimentée, un respect du temps de chauffe des pneumatiques, la roue avant a brutalement décroché au point de faire subitement chuter la moto dans un carrefour giratoire. Durant la 1/2 heure à attendre la dépanneuse j'ai examiné la chaussée et tenté d'identifier ce qui avait pu causer ce phénomène, sans succès. A ce jour je ne sais pas pourquoi j'ai chuté. Aussi après plusieurs mois je commence tout juste à reprendre confiance.  J'en ai tiré une leçon : ne jamais négliger son équipement de sécurité car une chute peut survenir à tout moment sans raison explicable (le blouson, le pantalon, et le casque sont partis à la poubelle) !!!;J'ai réalisé avoir chuté qu'une fois par terre. J'ai alors eu le réflexe de projeter la moto devant moi afin de m'en désolidariser.;NRP;3;0;;;Je n'ai malheureusement commis aucune faute, ce type de phénomène est imprévisible.;1;0;;;;;;2;3;6;;;;;;1;2;;;3;;Il est surprenant de se retrouver au sol sans savoir pourquoi;3;3;;;1;1;4;4;1;1;1;1;1;4;4;4;4;10;;;;;;;;;1;3;5;;;;;;;2;2;;2;2;1;1;0;0;0;100;0;2;;;;;;1;1;;;;1;;;;;;;;;;;1;1;3;;0;40;1;2;3;4;7;9;;;;;4;4;4;4;4;4;KAWASAKI;1000;Z1000 IE SX ABS;Routière / GT;2;0;1;1;1;1;1;1;1;1;1;18000;12;3;1;SUZUKI;1250;BANDIT-S ABS;ROADSTER;2;4;4;17JUN1964;7;2;3;2;2;3;;NRP;;;;2;0;0;1;0;1;SUZUKI;1250;BANDIT-S ABS;ROADSTER;2;2008;31;3;1;6000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6000;3;4;;;;;;;;NRP;NRP;NRP;NRP;2001;NRP;NRP;1982;NRP
2050;4834;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01DEC1951;9;2;3;1;2;3;;NRP;;;;2;0;0;5;0;3;MOTO GUZZI;1200;NORGE GTL;Routière / GT;2;2006;29;1;1;35000;7;SUZUKI;800;VX;ROADSTER;2;1992;29;3;1;12000;7;SUZUKI;250;TU-X (VOLTY);ROADSTER;2;1997;29;3;1;15000;7;;;;;;;;;;;;;;;;;;;;;;;62000;2;3;4;;;;;;;NRP;NRP;NRP;1971;1974;NRP;NRP;1969;NRP
908;4836;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04JUL1964;7;1;3;2;2;3;;NRP;;;;2;0;0;1;0;1;BMW;750;K75;ROADSTER;2;1991;37;3;1;5000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000;2;4;;;;;;;;NRP;NRP;NRP;1992;NRP;NRP;NRP;1982;NRP
2079;4837;;1;3;4;2006;NSP;2013;;;0;3;;;;;;0;5;;;;;;0;4;;;;;;0;3;;;;;;0;3;;;;;;0;4;;;;;;0;3;;;;;;0;4;;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;0;4;;;;;;0;5;;;;;;1;3;2006;NSP;2013;;;Toulouse;toulouse;Nanterre;;;Période de Noël, en ville, voie double sens au feu rouge dans les deux sens au démarrage le véhicule d'en fasse me coupe la route;En ville, en roulant, le véhicule devant pile puis repars, je pile et fait un soleil.;En ville arrêté au feu rouge, un véhicule me percute par l'arrière à basse vitesse.;;;0;0;10;0;10;1;73;15;2013;Nanterre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28AUG1977;5;2;3;2;3;4;1;NRP;;;;2;0;0;1;0;1;DUCATI;796;MONSTER;ROADSTER;2;2011;10;1;2;12000;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12000;4;3;;;;;;;;NRP;NRP;NRP;NRP;2006;NRP;NRP;1996;NRP
810;4838;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01JAN1962;6;2;3;2;4;4;2;NRP;;;;2;0;0;1;0;1;HONDA;1000;VARADERO;TRAIL / SUPERMOTARD;2;2008;16;1;1;12000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12000;3;4;;;;;;;;NRP;NRP;NRP;NRP;1987;NRP;NRP;1982;NRP
1348;4842;;1;0;6;;;;;;0;3;;;;;;0;3;;;;;;0;4;;;;;;0;5;;;;;;0;2;;;;;;0;3;;;;;;0;4;;;;;;1;3;2011;;;;;0;5;;;;;;0;5;;;;;;0;2;;;;;;1;4;2011;;;;;0;5;;;;;;1;1;2010;;;;;Velizy;;;;;En circulant dans un parking (2 voies en sens unique), une voiture est passée sur ma file elle m'a donc accroché mais je ne suis pas tombée les dégâts ont été que matériels.;;;;;0;0;12;0;8;1;61;13;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15JAN1989;7;2;3;2;2;3;;NRP;;;;2;0;0;3;0;3;KAWASAKI;650;ER-6  N;ROADSTER;2;2007;33;1;2;18000;7;YAMAHA;750;YZF-SP;SPORTIVE;2;1993;40;2;1;15000;7;HONDA;750;VFR-F;Routière / GT;2;1988;40;1;1;2000;7;;;;;;;;;;;;;;;;;;;;;;;35000;1;3;4;;;;;;;2004;NRP;NRP;NRP;2007;NRP;NRP;2007;NRP
983;4843;;1;0;5;;;;;;0;4;;;;;;0;5;;;;;;0;3;;;;;;1;6;NSP;;;;;0;3;;;;;;0;4;;;;;;0;5;;;;;;1;5;2003;;;;;0;2;;;;;;0;3;;;;;;0;2;;;;;;0;4;;;;;;0;4;;;;;;0;;;;;;;;;;;;;;;;;;;2;5;26;1;41;9;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25MAR1967;6;2;3;2;4;4;2;NRP;;;;2;1;0;2;0;2;SUZUKI;650;SV-N;ROADSTER;2;1999;29;2;2;6000;7;KTM;200;GS EXC MTT1;TOUT TERRAIN (TRIAL, ENDURO, CROSS);2;1999;29;3;1;500;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6500;2;3;4;;;;;;;NRP;NRP;NRP;1983;1988;NRP;NRP;1987;NRP
601;4844;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28JUL1927;5;1;3;2;2;3;;NRP;;;;2;1;0;1;0;1;YAMAHA;600;XJ;ROADSTER;2;2003;37;3;1;2000;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;3;;;;;;;;;NRP;NRP;NRP;NRP;1946;NRP;NRP;NRP;NRP
